sentiment,headline
neutral,"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats ."
neutral,Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 .
negative,"In addition, the country experienced a 5.4 % decline in new passenger and light commercial sales last month."
neutral,"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn ."
neutral,"Beef imports fell slightly from 2006 , to 14mn kilos ."
negative,"The operating profit of Finnish Bank of +land decreased to EUR 4.9 mn in the third quarter of 2007, up from EUR 5.6 mn in 2006."
neutral,"- The Group - s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million ."
negative,"Exel Composites, a technology firm that designs, produces, and markets composite profiles and tubes for industrial uses, reported a net sales decline of 0.6 % in the second quarter of 2010 to EUR 19.2 million, compared to EUR 19.3 million in 2009."
positive,`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . ''
negative,The Elcoteq group reported a significant loss of over half a billion kroons (EUR 32 million) for the fifth quarter in a row in the previous three months.
neutral,Profit of the accounting period was EUR 0.3 mn .
positive,"In the end of 2006 , the number of outlets will rise to 60-70 ."
neutral,"The city will invite , however , a public procurement tender for the tailor-made public furniture , such as park benches , litter receptacles , public toilets , as well as bus shelters , street lights , and other ."
negative,"The hack was particularly nefarious as the tweets became active without being clicked on, allowing web surfers to move their mouse cursors over them."
negative,Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .
negative,"The company's annual loss was EEK 18mn, which was lower than its profit of EEK 7.3mn in 2008."
positive,The training programs are designed to develop public accounting proficiencies and facilitate the execution of communal projects.
neutral,The layoff talks were first announced in August .
neutral,The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .
neutral,"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors ."
neutral,"In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees ."
neutral,Finnish forestry company UPM-Kymmene and waste management company Lassila & Tikanoja said on Jan. 30 they were planning to produce ethanol and energy from commercial and industrial waste .
neutral,"In addition a reduction of nine persons will be made through pension or other arrangements , the company added ."
neutral,"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services ."
negative,"The diluted loss per share in January-June 2010 was EUR0.3, which was a significant increase from the first half of 2009, when the diluted loss per share was 0.01."
positive,"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement ."
positive,"On Friday (27 June), Cencorp Corporation, a Finnish automation solutions provider known as OMX Helsinki or CNC1V, announced that it has finished employee negotiations related to a reorganization of its operations."
positive,M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .
negative,"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route ."
neutral,"In 2009 , it reported net sales of approximately EUR 6mn ."
negative,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago ."
neutral,Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .
neutral,"In the end , Sanoma News wants to secure its foundation with the savings ."
neutral,"The major part of the deliveries include different AC and CXE amplifier solutions and products by DINH Telecom , a company acquired by Teleste last spring ."
neutral,"The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks ."
neutral,"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland ."
negative,The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .
negative,The company decided to temporarily shut down its ammonia plant in Billingham and extend the maintenance period at its Ince facility in late 2008.
neutral,Honkarakenne Oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring Finnish crosscountry skier Virpi Kuitunen for the next three years .
negative,Certain services of Viking Line have been canceled.
neutral,"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+Æliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million ."
positive,Turnover rose to EUR21m from EUR17m .
positive,Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .
positive,"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality ."
neutral,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments ."
neutral,"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars ."
neutral,"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 ."
positive,Managing Director Kari Inkinen says that Sponda 's leasing operations developed highly favourably .
positive,"Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. ."
negative,17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .
negative,23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .
positive,Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .
negative,"Today, Ilkka-Yhtyma Oyj (HEL: ILK2S) reported a net profit of EUR5 .9 m for the first half of 2009, which was a 45 % decrease from the previous year, as reported by the Finnish media"
neutral,"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters ."
negative,"The diluted loss per share for the first half of 2009 was EUR0 .3, while in January-June 2010 it was EUR0 .3."
neutral,They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .
neutral,"Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people ."
positive,- I am pleased that Bjorn Wahlroos has accepted the nomination .
positive,The total turnover of the groups is anticipated to increase slightly from the previous fiscal year.
positive,Flight operations unit costs saw a decrease of 6.4 percent.
neutral,"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility ."
negative,"The fixed-period or part-time temporary layoffs in April-October have affected over 1,800 employees from Tornio Works, which employs 2,300 people."
positive,"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 ."
positive,The purpose of the yearly Thesis competition is to elevate the thesis quality and fortify the thesis culture in polytechnics.
positive,"Nils-Erik Eklund, the Managing Director of Viking Line, stated that the company's Board of Directors is extremely pleased with the progress made by the company."
neutral,The group had an order book of EUR 7.74 mn at the end of 2007 .
negative,"The major resorts experienced poor snowfall in the winter of 2006-07, which led to a decline in sales for the unit last year."
negative,"The operating profit in the first nine months of 2008 was EUR 8.3 million, compared to EUR 8.4 million in 2007."
negative,The acquisition of +_landsbanken Sverige in 2009 resulted in a performance burden of EUR 3.0 mn.
neutral,"As a result , it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms ."
neutral,Pentik+Æinen emphasises that the most of the internet contents media houses provide can not be free forever .
neutral,`` We know there are some of our own people out there . ''
positive,"Operating profit and net sales saw a 26.6 % increase in the nine-month period, while net sales increased by 3.4 % compared to the previous year."
neutral,"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes ."
positive,"Our solutions have been tailored to meet the technical needs of Solel, resulting in cost-effective production and high-quality reflectors."
negative,Atria disclosed separately to the Helsinki stock exchange that its third-quarter profits had decreased from EUR13.9 million in the previous quarter to EUR12.7 million in the Q3 of this year.
neutral,This allows devices such as mobile phones to become a few millimetres thinner .
negative,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily ."
positive,"`` In the newly formed company YIT Stavo the local contact network , expertise and market know how of Euro Stavokonsult will be combined with YIT 's housing concept , '' said Juha Kostiainen , Yit 's Vice President , Corporate Communications and Business Development ."
neutral,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .
negative,HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 .
positive,The company intends to raise production capacity in 2006 .
positive,The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .
positive,"Kemira GrowHow, a subsidiary of Thomson Financial, posted a profit in its first quarter earnings due to improved sales, particularly in Europe, where the fertilizer business is typically stronger."
positive,"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago ."
neutral,The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .
positive,"Following the announcement of its third-quarter earnings and growth in its global handset market, Nokia Corp.'s shares surged on Thursday."
negative,"The managing director of St1, a Finnish petrol station chain, stated that the company had to make purchases with increasing prices in the first half of 2008, and consumer prices are now dropping almost daily due to competition."
negative,"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 ."
positive,"According to Chief Executive Jussi Pesonen, UPM's deliveries increased by 4 percent in the third quarter, and its operations became more efficient."
neutral,"The total value of the project is about EUR53m , including the plots that will be transferred to Atria ."
negative,"The failed project has resulted in a loss of EUR 4mn for the Ruukki Group, according to their calculations."
neutral,Finnish Nordic Aluminium is starting employer-employee negotiations in Finland that concern all staff groups .
negative,"Publishing Sweden recorded an operating loss of EUR 1.1 mn in the first quarter of 2009, compared to a profit of EUR 0.6 mn one year earlier."
negative,"According to the company, the demand for bread packaging made at the Kauhava plant has significantly decreased due to changes in the market and tougher price competition."
positive,There has been an upsurge in export sales in other markets.
negative,A loss of EUR0 .06 was recorded in the earnings per share ( EPS ).
neutral,Its total annual revenue comes up to about 160 mln zloty ( $ 56.9 mln-42 .3 mln euro ) .
positive,"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order ."
neutral,Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .
positive,"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 ."
neutral,"`` Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview ."
positive,"Altia's operating profit saw a significant increase, reaching EUR 47 million after jumping from EUR 6.6 million."
negative,"The operating profit decreased from EUR19.9 m in the nine-month period to EUR155.7 m in the same period as the previous year, while net sales increased from EUR15 million to EUR9.9 m."
negative,The ROCE used to generate return had a decrease of 2.3 % from the 11.3 % it achieved in 2007.
positive,`` The combined activities will create value for shareholders and be good for our employees and customers .
positive,"Dubbed Nokia Money Solutions , company officials say the initiative would seek to bridge the gap between the banked and unbanked in developing countries ."
positive,"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales ."
negative,"The move by UPM will lead to a decrease in net profit by x20ac 385 million US$ 520 million in the second quarter, primarily due to impairment charges."
positive,Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .
neutral,"Chic and cheerful , Finnish design house Marimekko has been sending its geometric textiles out into the world for the past 60 years ."
neutral,"In Finland , the launch of tie-in sales of 3G mobile phones did not cause a dramatic rush in mobile retail outlets during the first few days ."
positive,"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 ."
negative,"L&T's net profit for the year 2010 was EUR 36 million, which was a decrease from the EUR 45 million it made in 2009."
neutral,"wins 98 % acceptance 23 December 2009 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will complete its takeover offer for textile company Tamfelt Oyj Abp ( HEL : TAFKS ) , after acquiring 98 % of its shares and votes ."
positive,The policy also aimed to enhance the profitability and competitiveness of companies.
neutral,Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .
neutral,"In his current position , Manty has worked since 1996 ."
positive,`` Demand for sports equipment was good in 2005 .
positive,"According to Thomson Financial, HELSINKI has secured four orders worth 40 million eur in Saudi Arabia, United Arab Emirates, and Qatar."
positive,"Jerusalem's Jawad Williams made a remarkable start with 23 points, while Jason Rich and Yuval Naimi combined for 18 and 16 points, respectively."
neutral,Measures will be launched immediately and are due to be finalized in the first quarter of 2010 .
negative,Losses will result from a decrease in consumption since production levels were previously agreed upon by producers.
negative,"In Oulu, Finland, Scanfil, a systems supplier and contract manufacturer for the communications sector, will begin personnel negotiations to lay off staff for a temporary period."
negative,"In September 2009, the company's investment assets decreased from EUR2 .878 bn to EUR2 .769 bn in the previous year."
negative,"In mid-July 2009, Uponor, a Finnish plumbing and heating system provider, is laying off its entire staff for a period of two weeks."
negative,"Upon clicking on the email link, the web user is presented with a fictitious website that mirrors his bank account and retrieves his personal banking information."
neutral,The business development initiatives in North America are headed by Lynn Shanahan .
negative,"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn ."
negative,The number of bodily injury cases quadrupled in 2000-2006 .
negative,"The pretax loss was EUR 117mn, which was significantly higher than the EUR 65mn loss experienced in the same period."
neutral,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time ."
negative,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars ."
neutral,Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .
positive,"Kari Inkinen, the Managing Director, notes that Sponda's leasing operations have developed remarkably well."
positive,"Glaston, a glass technology company with its headquarters in Tampere, Finland, is on the rise and becoming a global player."
positive,"On Thursday, Elcoteq SE, a privately held electronics manufacturing service provider that provides electronics manufacturing services to communications companies, announced a long-term manufacturing supply agreement with communications equipment company Andrew Corp."
negative,The Department Store Division's sales experienced an 8.6% decline to EUR 140.2 mn.
positive,"Finnish GeoSentric , a developer and provider of solutions , products , and technologies for location based services , has preliminary agreed on a EUR 6mn short-term funding with its leading investor ."
negative,"In October 2009, food sales reached EUR 323.5 mn, which was a 5.5 % decline from October 2008."
positive,"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus ."
neutral,"The third quarter result also includes a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacturing in Ireland ."
neutral,"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 ."
positive,"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 ."
negative,Approximately 20 individuals will no longer be required as a result.
neutral,Basware offers full support for all SAP versions starting from SAP 4.5 .
neutral,"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options ."
neutral,The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .
negative,"According to him, the economy is causing him to lose five families every month as people make alternative arrangements to save money."
neutral,"A corresponding increase of 85,432.50 euros in Ahlstrom 's share capital has been entered in the Trade Register today ."
neutral,"We know that it exists , '' Artemyev said ."
neutral,The previous offer was 3.4 % of voting rights and 12.3 % of capital .
neutral,"In the automobile space , Maruti is the most searched brand in cars ."
neutral,"The most interesting export markets will be Russia , the Baltic countries and Scandinavia ."
neutral,Finnish component supplier Componenta Corporation OMX Helsinki : CTH1V said on Monday 16 June that it is changing its pricing cycle due to the increase of raw material prices .
positive,Over EUR 12 million worth of orders have been placed at Raute Corporation by OOO Ilim Bratsk DOK in Russia.
negative,The purchase of +_landsbanken Sverige in 2009 resulted in a burden of EUR 3.0 mn on the performance.
negative,"The first ship is expected to be completed in the spring of 2010, but has been delayed."
neutral,"The total number of voting rights is 74,612,523 ."
neutral,Ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated $ 4 billion in the U.S. and $ 8 billion globally .
negative,"The period of January to August 2009 saw a decrease of 27.7% in container, lorry, and trailer imports, and 28.6% in exports compared to the previous year."
neutral,"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials ."
negative,"The shares of HELSINKI Thomson Financial closed at a low and unchanged level, while Cargotec and Huhtamaki experienced a significant drop following disappointing second-quarter results."
negative,"Despite this, its market share fell to 47.59% from the previous year's 48.9%."
neutral,"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network ."
negative,"Huhtamaki was the biggest faller in the market at 10.33 am, dropping by 8.69 pct to 11.35 eur, while the OMX Helsinki 25 experienced a 0.32 pct increase at 3,332.41 and the OMX Helsinki was a 0."
negative,"The earnings per share ( EPS) saw a decrease to EUR1, decreasing from EUR2 .30."
positive,"According to Rihko, the Food Division achieved a profitable outcome after a long and unprofitable period, indicating a healthier cost structure and a new approach to business operations."
neutral,"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 ."
neutral,The medium-term operative targets of the company remain unchanged .
neutral,"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details ."
negative,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .
negative,"The Bank's current CDS levels in the market are significantly lower than the terms of the aforementioned funding, which have a maturity ranging from 1 to 7.5 years."
negative,"Efore Oyj, a power supply solutions and systems provider based in Finland, reported a net loss of 3.2 million euros or 4.2 million euros in the first quarter of fiscal 2006-2007, up from 900,000 euros or 1.2 million in fiscal 2005-06."
positive,"It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization ."
negative,"The Finnish Suominen Flexible Packaging is downsizing its workforce, with 48 jobs being cut in Tampere and two in Nastola."
positive,"The current systems' contents and functionality will be merged and refurbished for funding, online service, and maintenance."
positive,"A portion of its winnings in a previous patent dispute with Nokia Oyj will be recorded, which amounts to $12.5 million."
positive,Rose Poultry A-S was acquired by the Finnish group in September 2010 for EUR23.9 million in cash and stock.
neutral,"Finnish software company QPR Software Plc ( OMX Helsinki : QPR1V ) reported on Thursday ( 23 October ) an operating profit of EUR63 ,000 on net sales of EUR1 .5 m for the third quarter 2008 ."
positive,"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales ."
negative,"The first half of the year saw a group EBIT of EUR13.6 m US$, which was less than the EUR22.5 m recorded in 2009."
negative,Kone claimed in court papers that the union action caused a delay in the repairs of elevators at the federal courthouse and the Saltonsville state office building on Jan. 21 and Jan. 23.
positive,"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said ."
positive,"And the broker repeated its ` buy ' rating , based on expectations that current restructuring will lead to a clear improvement in performance in Europe in 2007 ."
positive,KONE's People Flow TM solutions have allowed us to contribute to the development of a world-class airport facility with great pride.
positive,"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however ."
positive,"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''"
neutral,Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .
neutral,This is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .
negative,The Suomussalmi and Kuhmo plants will undergo layoffs this fall due to negotiations for codetermination.
neutral,"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 ."
negative,Nokia Siemens Networks has struggled to make a profit in the last two years.
neutral,"Originally posted to the PCMag.com security blog , Security Watch ."
neutral,"`` We will continue to make it easier for users to explore services on their handsets and will work towards bringing Internet to a wider range of devices including mid and low-end devices , '' said Kallasvuo ."
neutral,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit ."
positive,"The buyer aims to thus reinforce its position in Denmark , Martela Group managing director Heikki Martela said ."
negative,"Finland experienced a 2.0 % decline in sales, whereas international sales decreased by 9.3 % in euros and 15.1 % in local currencies."
positive,The contracts have been signed to acquire uranium produced at the Sotkamo nickel-zinc mine in eastern Finland owned by Talvivaara .
negative,"Amer Sports, a Finnish sports equipment manufacturer, has announced the termination of 370 employees from its Salomon unit in France."
negative,"Despite this, its market share fell to 47.59% from its previous year of 48.9%."
positive,"EUR13.8 m operating profit and EUR143.6 m net sales saw an increase in the six-month period, compared to the same period in 2007."
neutral,"Our customers include companies in the energy and process industry sectors , in particular ."
positive,"The delivery and installation of steel structures for a bridge over the Kyronsalmi strait in Savonlinna, Finland has been arranged by a contract signed by Ruukki."
negative,The Amsterdam office in the Netherlands will also experience a decrease in its workforce.
negative,"Operating profit decreased to nearly EUR 1.7 mn , however ."
neutral,"The plant will be fired with a combination of spruce bark , chipped logging residues or milled peat ."
neutral,Almost two thirds of Olvi 's net sales come from outside Finland .
neutral,The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .
neutral,"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth ."
positive,"He stated on Wednesday that the government intends to suggest granting a license for two reactors, one by Fennovoima and the other by TVO."
positive,Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .
negative,"Cuts equivalent to the costs of about 35-45 employees are the target , the company said ."
neutral,The company 's operating profit for 2006 stood at 39.6 mln euro ( $ 57.9 mln ) .
negative,The quarter's revenue decreased by 8 percent to EURO 2.4 billion from the previous year.
neutral,"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services ."
positive,Marimekko Group anticipates a 10% increase in their full-year net sales.
neutral,"One can even receive on the spot alerts as soon as jobs are posted , putting you at the front of the queue for opportunities ."
neutral,`` This could be us .
neutral,"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights ."
neutral,`` We want to serve K-citymarket customers by offering them interesting and topical selections .
neutral,"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports ."
neutral,Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .
neutral,Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .
positive,The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .
neutral,"To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications ."
neutral,"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float ."
positive,"Dirk Jones, the head of Financial Institutions Client Sales Management , GTS, Citigroup , Inc, stated that Citigroup is thrilled to offer global custody services to Pohjola Group Bank."
neutral,Proline Plus is a mechanical liquid handling device with a robust design suitable for all types of applications .
neutral,"The important thing now is to keep the bank 's existing 15,000 customers ."
negative,"In the fourth quarter of 2005, the pretax profit fell to EUR 33.8 mn from EUR 40.8 mn."
neutral,"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee ."
neutral,"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however ."
negative,"According to Salonen, the inventories of pulp in North America are being replenished, as per data."
neutral,The ECB can mainly target inflation .
negative,The primary factors contributing to the decrease in operating profit were the higher prices of wood and recycled fiber and the strengthening of the euro.
positive,"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said ."
neutral,"Even so , Tulikivi emissions are well below some of the strictest state standards including Washington and Colorado ."
neutral,The ship unloader is totally enclosed along the entire conveying line to the storage facilities .
positive,Leipurin is a Group that is rapidly expanding and expanding internationally.
neutral,Joint procurement will be later extended to the factories in the Baltic countries .
negative,"Ruukki, the steel producer from Finland, Rautaruukki Oyj (RTRKS), announced on 3 February 2010 that it experienced a pretax loss of EUR46m in the fourth quarter of 2009, which was higher than its previous profit of EUR45m."
negative,The Finnish Bank of +_land +_landsbanken has issued a warning about its profit.
neutral,Castecka said the town hall would hold talks with other investors interested in the zone .
negative,"Due to their high cost and complexity, the current reference grade instruments are challenging to operate for regular use."
negative,"The CEO of Elisa, Sami Seppanen, pointed out that EMT's slogan  Best coverage across Estonia' provides misleading information to consumers."
neutral,"In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 ."
negative,"The number of permanent reductions of clerical workers is 22 employees , of which 19 in Finland ."
neutral,The platform would continue to be the development framework for Symbian and MeeGo .
positive,"The liquid handling industry has experienced a recovery, especially in North America and Asia, which are not commonly found in Europe."
neutral,"Particular attention is being paid to energy efficiency in the construction of the building , as it is designed to meet the requirements of energy class B , and LEED certification will be applied for ."
neutral,"Honka 's subsidiaries in France and Germany will also benefit by , for example , arranging customer events in conjunction with World Cup skiing competitions ."
negative,"Net sales of Finnish GeoSentric dropped to EUR 939,000 in January-March 2009."
negative,The Amsterdam office in the Netherlands will also see a decrease in the number of employees.
positive,"Biohit Oyj, a Finnish company that produces liquid handling products and diagnostic test systems, reported on May 8, 2009, that its net loss for the first quarter of 2009 was EUR0.1 m (USD0.14 m), down from EUR0.4 m in 2008."
neutral,"Motorola , the world 's second-largest maker of cell phones , unveiled the new phone Tuesday in a bid to resurrect its ailing handset business ."
negative,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''"
positive,"EUR 854 million was the operating profit for the year, which was a significant increase from EUR 730 million in 2004."
neutral,"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small ."
positive,"EUR13.8 m operating profit and EUR143.6 m net sales rose in the six months, compared to the same period in 2007."
neutral,The new location is n't the only change Wellmont has in store for its air transport service .
negative,The diluted earnings per share ( EPS) decreased to EUR 1.71 from EUR 1.63.
positive,"It rose by 15.7 % and by 24.8 % in Finland and abroad , respectively , to EUR 7 million and EUR 4.2 million , due to a 40 % growth in Russia ."
negative,"The company intends to shut down two of the three lines at the plant, which pose a risk to the employment of roughly 450 workers."
negative,"Dolce & Gabbana and Marimekko Corporation are in a long-standing dispute, with Dolce & Gabbana requesting the European Union to declare the Marimekko trademark for its floral pattern trademark invalid."
neutral,Net profit in the same period in 2006 was (  x20ac ) 172 million .
neutral,"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business ."
neutral,The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .
neutral,"Also , a six-year historic analysis is provided for this market ."
neutral,The contract will take effect in 2009 for a five or ten year period .
neutral,In Sweden the agreement covers data communication services as well .
negative,"On May 11th, 2007, Aspocomp Group Oyj's stock trading fell below 0.50 cent, resulting in a liquidity crunch."
neutral,"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share ."
